order_date,sku_id,quantity,channel,region
2026-01-19,SKU-004,11.1,retail,Midwest
2026-01-20,SKU-004,9.7,retail,West
2026-01-21,SKU-004,9.5,online,Southwest
2026-01-22,SKU-004,8.0,wholesale,West
2026-01-23,SKU-004,7.7,retail,West
2026-01-24,SKU-004,11.3,online,Northeast
2026-01-25,SKU-004,8.8,online,West
2026-01-26,SKU-004,7.5,retail,Midwest
2026-01-27,SKU-004,10.3,online,Midwest
2026-01-28,SKU-004,10.7,online,Midwest
2026-01-29,SKU-004,8.7,online,Southeast
2026-01-30,SKU-004,8.4,online,Southeast
2026-01-31,SKU-004,9.9,online,West
2026-02-01,SKU-004,12.1,online,Southeast
2026-02-02,SKU-004,9.8,wholesale,Midwest
2026-02-03,SKU-004,7.1,online,Southwest
2026-02-04,SKU-004,8.2,wholesale,West
2026-02-05,SKU-004,6.3,wholesale,Southwest
2026-02-06,SKU-004,8.1,online,Southwest
2026-02-07,SKU-004,10.8,online,West
2026-02-08,SKU-004,10.4,retail,West
2026-02-09,SKU-004,7.2,online,Northeast
2026-02-10,SKU-004,7.8,wholesale,Midwest
2026-02-11,SKU-004,9.1,online,West
2026-02-12,SKU-004,6.2,retail,Midwest
2026-02-13,SKU-004,8.1,online,Southwest
2026-02-14,SKU-004,10.9,retail,Southwest
2026-02-15,SKU-004,10.3,online,Northeast
2026-02-16,SKU-004,7.4,retail,Midwest
2026-02-17,SKU-004,8.0,online,Southeast
2026-02-18,SKU-004,6.5,retail,Southwest
2026-02-19,SKU-004,5.9,online,Midwest
2026-02-20,SKU-004,8.7,retail,Southeast
2026-02-21,SKU-004,11.3,retail,Midwest
2026-02-22,SKU-004,11.0,online,West
2026-02-23,SKU-004,9.3,retail,Midwest
2026-02-24,SKU-004,7.7,retail,Southwest
2026-02-25,SKU-004,7.5,retail,Midwest
2026-02-26,SKU-004,7.2,online,Midwest
2026-02-27,SKU-004,7.9,wholesale,Southwest
2026-02-28,SKU-004,9.3,wholesale,Northeast
2026-03-01,SKU-004,9.1,online,Southwest
2026-03-02,SKU-004,7.4,retail,Southwest
2026-03-03,SKU-004,7.0,retail,Southwest
2026-03-04,SKU-004,8.0,online,Southeast
2026-03-05,SKU-004,5.3,wholesale,Northeast
2026-03-06,SKU-004,5.9,online,West
2026-03-07,SKU-004,8.1,retail,West
2026-03-08,SKU-004,8.3,retail,West
2026-03-09,SKU-004,8.1,retail,Northeast
2026-03-10,SKU-004,7.4,retail,Southwest
2026-03-11,SKU-004,6.1,retail,Southwest
2026-03-12,SKU-004,6.3,wholesale,West
2026-03-13,SKU-004,8.0,online,Midwest
2026-03-14,SKU-004,10.2,wholesale,Midwest
2026-03-15,SKU-004,8.3,online,Southeast
2026-03-16,SKU-004,5.8,online,Midwest
2026-03-17,SKU-004,7.3,retail,West
2026-03-18,SKU-004,5.8,online,Midwest
2026-03-19,SKU-004,5.7,retail,Southwest
2026-03-20,SKU-004,6.0,wholesale,Midwest
2026-03-21,SKU-004,11.0,retail,Midwest
2026-03-22,SKU-004,5.8,wholesale,Northeast
2026-03-23,SKU-004,5.7,online,Midwest
2026-03-24,SKU-004,6.9,online,Southwest
2026-03-25,SKU-004,5.4,retail,Midwest
2026-03-26,SKU-004,5.0,retail,Southwest
2026-03-27,SKU-004,5.3,online,Southwest
2026-03-28,SKU-004,7.4,online,Northeast
2026-03-29,SKU-004,6.9,retail,Northeast
2026-03-30,SKU-004,6.5,online,Southwest
2026-03-31,SKU-004,7.3,online,West
2026-04-01,SKU-004,5.8,online,Midwest
2026-04-02,SKU-004,5.3,retail,Northeast
2026-04-03,SKU-004,6.3,online,Northeast
2026-04-04,SKU-004,10.0,online,Southeast
2026-04-05,SKU-004,8.5,online,West
2026-04-06,SKU-004,6.6,online,Midwest
2026-04-07,SKU-004,6.8,online,Southwest
2026-04-08,SKU-004,6.0,wholesale,Midwest
2026-04-09,SKU-004,5.1,wholesale,Southwest
2026-04-10,SKU-004,5.7,wholesale,Southeast
2026-04-11,SKU-004,9.4,online,Southeast
2026-04-12,SKU-004,7.8,online,West
2026-04-13,SKU-004,6.0,retail,Northeast
2026-04-14,SKU-004,6.2,retail,Southwest
2026-04-15,SKU-004,6.0,online,Southwest
2026-04-16,SKU-004,6.5,wholesale,West
2026-04-17,SKU-004,5.5,online,Northeast
2026-04-18,SKU-004,6.5,online,Midwest
2026-04-19,SKU-004,8.0,online,West
2026-04-20,SKU-004,4.7,retail,Midwest
2026-04-21,SKU-004,4.9,retail,Northeast
2026-04-22,SKU-004,4.7,online,Southeast
2026-04-23,SKU-004,4.2,online,Midwest
2026-04-24,SKU-004,4.4,retail,Midwest
2026-04-25,SKU-004,8.3,retail,Midwest
2026-04-26,SKU-004,6.0,online,Southeast
2026-04-27,SKU-004,5.3,online,Southwest
2026-04-28,SKU-004,5.0,retail,West
2026-04-29,SKU-004,6.0,retail,Southeast
2026-04-30,SKU-004,6.0,retail,Southwest
2026-05-01,SKU-004,6.3,online,West
2026-05-02,SKU-004,7.6,online,Southwest
2026-05-03,SKU-004,5.2,retail,Southwest
2026-05-04,SKU-004,4.5,retail,Southeast
2026-05-05,SKU-004,4.8,retail,Northeast
2026-05-06,SKU-004,5.7,retail,West
2026-05-07,SKU-004,4.2,retail,Northeast
2026-05-08,SKU-004,5.1,retail,West
2026-05-09,SKU-004,7.7,retail,Midwest
2026-05-10,SKU-004,7.1,online,Northeast
2026-05-11,SKU-004,5.9,retail,Northeast
2026-05-12,SKU-004,5.1,retail,Southwest
2026-05-13,SKU-004,6.6,wholesale,Northeast
2026-05-14,SKU-004,6.6,online,Midwest
2026-05-15,SKU-004,5.1,retail,West
2026-05-16,SKU-004,7.1,wholesale,West
2026-05-17,SKU-004,7.6,wholesale,West
2026-05-18,SKU-004,4.2,wholesale,Southwest
2026-05-19,SKU-004,4.4,wholesale,Northeast
2026-05-20,SKU-004,4.5,retail,Southwest
2026-05-21,SKU-004,4.4,wholesale,Northeast
2026-05-22,SKU-004,6.1,wholesale,West
2026-05-23,SKU-004,8.3,retail,Southwest
2026-05-24,SKU-004,6.2,online,West
2026-05-25,SKU-004,5.0,online,Northeast
2026-05-26,SKU-004,4.2,retail,Southwest
2026-05-27,SKU-004,6.2,wholesale,Northeast
2026-05-28,SKU-004,4.8,online,Southwest
2026-05-29,SKU-004,4.2,retail,Northeast
2026-05-30,SKU-004,6.9,online,West
2026-05-31,SKU-004,5.8,online,Northeast
2026-06-01,SKU-004,4.6,wholesale,Southeast
2026-06-02,SKU-004,6.5,retail,Midwest
2026-06-03,SKU-004,5.9,retail,Midwest
2026-06-04,SKU-004,4.9,wholesale,Southwest
2026-06-05,SKU-004,4.9,online,Northeast
2026-06-06,SKU-004,8.4,retail,Southeast
2026-06-07,SKU-004,7.4,online,West
2026-06-08,SKU-004,4.5,online,West
2026-06-09,SKU-004,6.7,online,West
2026-06-10,SKU-004,5.6,online,Southeast
2026-06-11,SKU-004,6.6,online,Southeast
2025-12-14,SKU-005,15.5,retail,West
2025-12-15,SKU-005,17.2,retail,West
2025-12-16,SKU-005,14.7,online,Southeast
2025-12-17,SKU-005,12.6,online,Northeast
2025-12-18,SKU-005,24.7,retail,Northeast
2025-12-19,SKU-005,14.6,retail,Northeast
2025-12-20,SKU-005,15.4,retail,Southwest
2025-12-21,SKU-005,13.4,online,Southwest
2025-12-22,SKU-005,16.0,retail,West
2025-12-23,SKU-005,12.3,wholesale,Midwest
2025-12-24,SKU-005,17.7,online,Southeast
2025-12-25,SKU-005,25.3,online,West
2025-12-26,SKU-005,17.5,retail,Southeast
2025-12-27,SKU-005,16.6,online,Midwest
2025-12-28,SKU-005,20.0,online,Southwest
2025-12-29,SKU-005,15.6,online,Midwest
2025-12-30,SKU-005,14.6,online,Northeast
2025-12-31,SKU-005,16.8,retail,Midwest
2026-01-01,SKU-005,25.0,online,West
2026-01-02,SKU-005,11.3,wholesale,Southeast
2026-01-03,SKU-005,13.4,retail,Southwest
2026-01-04,SKU-005,18.4,online,Southeast
2026-01-05,SKU-005,12.4,online,Southwest
2026-01-06,SKU-005,17.1,online,Midwest
2026-01-07,SKU-005,12.9,retail,West
2026-01-08,SKU-005,20.5,retail,Midwest
2026-01-09,SKU-005,12.3,retail,West
2026-01-10,SKU-005,15.0,wholesale,Northeast
2026-01-11,SKU-005,18.1,retail,Northeast
2026-01-12,SKU-005,18.1,retail,Northeast
2026-01-13,SKU-005,14.2,retail,Southeast
2026-01-14,SKU-005,11.6,online,Southeast
2026-01-15,SKU-005,21.2,online,Southwest
2026-01-16,SKU-005,15.9,wholesale,West
2026-01-17,SKU-005,19.5,online,Southwest
2026-01-18,SKU-005,18.5,online,Southwest
2026-01-19,SKU-005,16.6,retail,Midwest
2026-01-20,SKU-005,11.3,retail,West
2026-01-21,SKU-005,17.3,wholesale,Northeast
2026-01-22,SKU-005,25.8,retail,Southeast
2026-01-23,SKU-005,12.7,retail,Midwest
2026-01-24,SKU-005,16.1,online,Midwest
2026-01-25,SKU-005,22.4,online,Southeast
2026-01-26,SKU-005,18.8,online,Northeast
2026-01-27,SKU-005,16.3,wholesale,Northeast
2026-01-28,SKU-005,12.0,online,Southwest
2026-01-29,SKU-005,21.2,retail,Southeast
2026-01-30,SKU-005,12.0,retail,Midwest
2026-01-31,SKU-005,19.0,wholesale,Northeast
2026-02-01,SKU-005,22.0,wholesale,Southeast
2026-02-02,SKU-005,13.0,wholesale,Southwest
2026-02-03,SKU-005,15.0,online,Northeast
2026-02-04,SKU-005,16.7,online,Southwest
2026-02-05,SKU-005,22.4,online,Midwest
2026-02-06,SKU-005,11.6,online,Southeast
2026-02-07,SKU-005,20.9,retail,West
2026-02-08,SKU-005,22.5,online,Southwest
2026-02-09,SKU-005,13.4,retail,West
2026-02-10,SKU-005,16.7,retail,West
2026-02-11,SKU-005,17.4,online,Northeast
2026-02-12,SKU-005,21.9,wholesale,Northeast
2026-02-13,SKU-005,12.3,online,Northeast
2026-02-14,SKU-005,17.2,retail,Southwest
2026-02-15,SKU-005,17.8,retail,Northeast
2026-02-16,SKU-005,16.5,retail,West
2026-02-17,SKU-005,15.4,online,West
2026-02-18,SKU-005,15.0,retail,West
2026-02-19,SKU-005,17.5,retail,Southeast
2026-02-20,SKU-005,17.2,online,Southeast
2026-02-21,SKU-005,17.7,retail,Southeast
2026-02-22,SKU-005,21.2,online,Northeast
2026-02-23,SKU-005,12.4,wholesale,West
2026-02-24,SKU-005,14.6,online,Southeast
2026-02-25,SKU-005,12.4,online,Southwest
2026-02-26,SKU-005,22.9,online,Northeast
2026-02-27,SKU-005,12.5,retail,Southwest
2026-02-28,SKU-005,20.0,online,West
2026-03-01,SKU-005,14.4,online,Northeast
2026-03-02,SKU-005,17.6,retail,Southeast
2026-03-03,SKU-005,16.4,online,West
2026-03-04,SKU-005,13.2,online,Midwest
2026-03-05,SKU-005,22.4,online,West
2026-03-06,SKU-005,14.1,online,Northeast
2026-03-07,SKU-005,17.9,wholesale,West
2026-03-08,SKU-005,20.2,online,Northeast
2026-03-09,SKU-005,13.0,online,West
2026-03-10,SKU-005,14.6,retail,Midwest
2026-03-11,SKU-005,15.5,online,Southwest
2026-03-12,SKU-005,18.6,online,Southeast
2026-03-13,SKU-005,15.8,online,West
2026-03-14,SKU-005,24.0,online,West
2026-03-15,SKU-005,24.0,retail,Midwest
2026-03-16,SKU-005,15.1,retail,West
2026-03-17,SKU-005,15.0,wholesale,Southeast
2026-03-18,SKU-005,16.9,retail,Southwest
2026-03-19,SKU-005,17.5,retail,Southeast
2026-03-20,SKU-005,15.7,online,Northeast
2026-03-21,SKU-005,22.7,retail,West
2026-03-22,SKU-005,21.3,online,Midwest
2026-03-23,SKU-005,14.1,retail,West
2026-03-24,SKU-005,18.6,online,Southwest
2026-03-25,SKU-005,16.1,online,Southwest
2026-03-26,SKU-005,28.0,wholesale,West
2026-03-27,SKU-005,16.7,retail,Midwest
2026-03-28,SKU-005,21.8,retail,Southwest
2026-03-29,SKU-005,21.2,online,Southeast
2026-03-30,SKU-005,17.7,online,Southwest
2026-03-31,SKU-005,12.7,wholesale,West
2026-04-01,SKU-005,20.2,online,West
2026-04-02,SKU-005,18.8,online,Southeast
2026-04-03,SKU-005,16.5,retail,Southwest
2026-04-04,SKU-005,21.8,online,Midwest
2026-04-05,SKU-005,18.9,retail,Southwest
2026-04-06,SKU-005,18.1,online,Northeast
2026-04-07,SKU-005,16.4,online,Northeast
2026-04-08,SKU-005,13.4,wholesale,Southeast
2026-04-09,SKU-005,21.8,online,Southeast
2026-04-10,SKU-005,16.8,online,Northeast
2026-04-11,SKU-005,19.5,retail,Midwest
2026-04-12,SKU-005,15.8,online,Northeast
2026-04-13,SKU-005,12.7,online,Northeast
2026-04-14,SKU-005,18.2,online,Southeast
2026-04-15,SKU-005,16.8,retail,Midwest
2026-04-16,SKU-005,24.5,wholesale,Southeast
2026-04-17,SKU-005,19.3,retail,Southeast
2026-04-18,SKU-005,21.7,online,Northeast
2026-04-19,SKU-005,22.8,wholesale,West
2026-04-20,SKU-005,17.6,online,Southeast
2026-04-21,SKU-005,14.4,retail,Northeast
2026-04-22,SKU-005,17.5,retail,Southwest
2026-04-23,SKU-005,20.2,online,West
2026-04-24,SKU-005,13.6,retail,West
2026-04-25,SKU-005,20.8,retail,Southwest
2026-04-26,SKU-005,19.4,online,Northeast
2026-04-27,SKU-005,15.7,retail,Southwest
2026-04-28,SKU-005,14.2,retail,Midwest
2026-04-29,SKU-005,20.6,retail,Southeast
2026-04-30,SKU-005,22.0,online,Northeast
2026-05-01,SKU-005,14.4,retail,Southwest
2026-05-02,SKU-005,19.5,retail,Southwest
2026-05-03,SKU-005,19.5,online,Southwest
2026-05-04,SKU-005,18.8,retail,Southeast
2026-05-05,SKU-005,17.6,online,Southeast
2026-05-06,SKU-005,14.5,retail,Southwest
2026-05-07,SKU-005,19.0,online,Northeast
2026-05-08,SKU-005,17.1,online,West
2026-05-09,SKU-005,25.7,retail,West
2026-05-10,SKU-005,20.0,online,West
2026-05-11,SKU-005,17.2,online,Northeast
2026-05-12,SKU-005,19.9,online,Northeast
2026-05-13,SKU-005,15.4,retail,Southeast
2026-05-14,SKU-005,28.1,retail,West
2026-05-15,SKU-005,17.8,online,Northeast
2026-05-16,SKU-005,18.6,retail,Midwest
2026-05-17,SKU-005,21.5,retail,West
2026-05-18,SKU-005,17.9,wholesale,Northeast
2026-05-19,SKU-005,19.5,retail,Southeast
2026-05-20,SKU-005,15.7,wholesale,West
2026-05-21,SKU-005,21.9,wholesale,Northeast
2026-05-22,SKU-005,17.0,wholesale,Southeast
2026-05-23,SKU-005,18.2,retail,Midwest
2026-05-24,SKU-005,25.1,retail,West
2026-05-25,SKU-005,14.7,online,Southeast
2026-05-26,SKU-005,20.4,retail,Southwest
2026-05-27,SKU-005,16.3,online,Southwest
2026-05-28,SKU-005,21.0,wholesale,Midwest
2026-05-29,SKU-005,15.8,online,Southwest
2026-05-30,SKU-005,26.7,retail,Northeast
2026-05-31,SKU-005,17.6,retail,West
2026-06-01,SKU-005,21.5,wholesale,Southeast
2026-06-02,SKU-005,19.6,online,Southeast
2026-06-03,SKU-005,19.7,retail,West
2026-06-04,SKU-005,25.2,retail,Midwest
2026-06-05,SKU-005,19.0,online,Northeast
2026-06-06,SKU-005,23.1,wholesale,Northeast
2026-06-07,SKU-005,20.6,retail,Midwest
2026-06-08,SKU-005,17.5,online,Southwest
2026-06-09,SKU-005,13.5,retail,Northeast
2026-06-10,SKU-005,20.1,online,Midwest
2026-06-11,SKU-005,30.1,retail,West
2025-12-14,SKU-006,20.8,online,Southeast
2025-12-15,SKU-006,17.1,online,Midwest
2025-12-16,SKU-006,15.8,retail,Southwest
2025-12-17,SKU-006,20.4,retail,Northeast
2025-12-18,SKU-006,13.5,retail,West
2025-12-19,SKU-006,13.3,wholesale,Southeast
2025-12-20,SKU-006,20.8,online,West
2025-12-21,SKU-006,21.5,retail,Southeast
2025-12-22,SKU-006,21.3,online,Midwest
2025-12-23,SKU-006,14.4,online,Northeast
2025-12-24,SKU-006,17.0,wholesale,Southeast
2025-12-25,SKU-006,14.1,retail,Southeast
2025-12-26,SKU-006,17.7,online,Northeast
2025-12-27,SKU-006,16.8,online,Southeast
2025-12-28,SKU-006,27.6,retail,West
2025-12-29,SKU-006,14.1,retail,Northeast
2025-12-30,SKU-006,23.4,online,Southeast
2025-12-31,SKU-006,18.7,online,Northeast
2026-01-01,SKU-006,21.2,online,Midwest
2026-01-02,SKU-006,17.8,online,West
2026-01-03,SKU-006,26.4,retail,Southeast
2026-01-04,SKU-006,29.4,retail,Northeast
2026-01-05,SKU-006,19.7,online,Southeast
2026-01-06,SKU-006,18.9,retail,Southeast
2026-01-07,SKU-006,23.7,retail,West
2026-01-08,SKU-006,23.3,online,Northeast
2026-01-09,SKU-006,16.2,online,West
2026-01-10,SKU-006,22.3,online,Southeast
2026-01-11,SKU-006,24.8,retail,Southeast
2026-01-12,SKU-006,20.6,retail,Southwest
2026-01-13,SKU-006,18.0,wholesale,Northeast
2026-01-14,SKU-006,23.8,retail,Midwest
2026-01-15,SKU-006,17.4,retail,Southeast
2026-01-16,SKU-006,23.0,online,Northeast
2026-01-17,SKU-006,28.4,retail,Southeast
2026-01-18,SKU-006,29.3,online,West
2026-01-19,SKU-006,22.2,online,Northeast
2026-01-20,SKU-006,25.9,wholesale,Southeast
2026-01-21,SKU-006,19.7,retail,West
2026-01-22,SKU-006,19.6,retail,West
2026-01-23,SKU-006,25.9,retail,Northeast
2026-01-24,SKU-006,26.8,online,Southeast
2026-01-25,SKU-006,23.3,online,West
2026-01-26,SKU-006,21.4,retail,Southwest
2026-01-27,SKU-006,24.3,online,West
2026-01-28,SKU-006,17.0,retail,Southwest
2026-01-29,SKU-006,17.8,online,Northeast
2026-01-30,SKU-006,21.8,online,Southeast
2026-01-31,SKU-006,26.8,online,Northeast
2026-02-01,SKU-006,28.0,online,Southeast
2026-02-02,SKU-006,17.0,online,West
2026-02-03,SKU-006,17.7,retail,Northeast
2026-02-04,SKU-006,19.9,retail,Southeast
2026-02-05,SKU-006,17.9,retail,Northeast
2026-02-06,SKU-006,18.4,wholesale,Southwest
2026-02-07,SKU-006,27.1,retail,Midwest
2026-02-08,SKU-006,26.3,online,Midwest
2026-02-09,SKU-006,24.9,online,Northeast
2026-02-10,SKU-006,20.5,online,Southwest
2026-02-11,SKU-006,17.5,retail,Southwest
2026-02-12,SKU-006,23.9,online,Southwest
2026-02-13,SKU-006,20.9,online,Southwest
2026-02-14,SKU-006,22.8,online,Northeast
2026-02-15,SKU-006,38.5,retail,Northeast
2026-02-16,SKU-006,19.6,retail,Northeast
2026-02-17,SKU-006,26.8,online,Northeast
2026-02-18,SKU-006,22.4,online,Southeast
2026-02-19,SKU-006,19.1,wholesale,Northeast
2026-02-20,SKU-006,23.4,wholesale,West
2026-02-21,SKU-006,23.9,online,Midwest
2026-02-22,SKU-006,28.8,online,Midwest
2026-02-23,SKU-006,18.6,retail,Northeast
2026-02-24,SKU-006,19.3,retail,Northeast
2026-02-25,SKU-006,28.2,online,West
2026-02-26,SKU-006,27.3,retail,Midwest
2026-02-27,SKU-006,21.1,retail,Northeast
2026-02-28,SKU-006,26.1,online,Midwest
2026-03-01,SKU-006,36.8,online,Midwest
2026-03-02,SKU-006,24.2,online,Southeast
2026-03-03,SKU-006,25.8,retail,Southeast
2026-03-04,SKU-006,19.1,wholesale,Northeast
2026-03-05,SKU-006,20.1,online,Northeast
2026-03-06,SKU-006,28.4,online,West
2026-03-07,SKU-006,33.0,retail,Northeast
2026-03-08,SKU-006,28.1,wholesale,West
2026-03-09,SKU-006,23.1,online,Southeast
2026-03-10,SKU-006,25.7,online,Southeast
2026-03-11,SKU-006,27.8,retail,Midwest
2026-03-12,SKU-006,22.7,retail,Southwest
2026-03-13,SKU-006,18.5,online,West
2026-03-14,SKU-006,22.1,retail,West
2026-03-15,SKU-006,35.7,online,Midwest
2026-03-16,SKU-006,20.4,online,West
2026-03-17,SKU-006,25.5,retail,Midwest
2026-03-18,SKU-006,22.6,online,Southeast
2026-03-19,SKU-006,19.0,retail,Northeast
2026-03-20,SKU-006,19.2,online,West
2026-03-21,SKU-006,25.4,online,Midwest
2026-03-22,SKU-006,40.5,online,Midwest
2026-03-23,SKU-006,22.7,wholesale,Northeast
2026-03-24,SKU-006,19.1,retail,Southwest
2026-03-25,SKU-006,17.8,retail,Midwest
2026-03-26,SKU-006,19.0,retail,Midwest
2026-03-27,SKU-006,21.8,online,Midwest
2026-03-28,SKU-006,24.5,wholesale,Northeast
2026-03-29,SKU-006,40.0,wholesale,Southwest
2026-03-30,SKU-006,25.8,online,West
2026-03-31,SKU-006,18.3,retail,Northeast
2026-04-01,SKU-006,17.3,retail,Southeast
2026-04-02,SKU-006,18.6,retail,Midwest
2026-04-03,SKU-006,24.9,wholesale,Northeast
2026-04-04,SKU-006,28.6,online,Northeast
2026-04-05,SKU-006,24.5,online,West
2026-04-06,SKU-006,26.1,online,Midwest
2026-04-07,SKU-006,18.3,wholesale,Northeast
2026-04-08,SKU-006,18.8,retail,West
2026-04-09,SKU-006,22.4,online,West
2026-04-10,SKU-006,18.8,online,Southeast
2026-04-11,SKU-006,24.0,online,Southeast
2026-04-12,SKU-006,24.3,retail,Southeast
2026-04-13,SKU-006,23.9,online,Southwest
2026-04-14,SKU-006,22.0,online,West
2026-04-15,SKU-006,18.1,online,Southwest
2026-04-16,SKU-006,19.3,wholesale,Southwest
2026-04-17,SKU-006,25.2,wholesale,Midwest
2026-04-18,SKU-006,26.3,retail,Midwest
2026-04-19,SKU-006,37.5,retail,West
2026-04-20,SKU-006,19.3,online,Southwest
2026-04-21,SKU-006,18.7,wholesale,Midwest
2026-04-22,SKU-006,16.9,wholesale,Southwest
2026-04-23,SKU-006,20.0,retail,Southeast
2026-04-24,SKU-006,26.6,online,Southeast
2026-04-25,SKU-006,22.9,retail,Northeast
2026-04-26,SKU-006,34.3,wholesale,Southwest
2026-04-27,SKU-006,24.9,retail,Midwest
2026-04-28,SKU-006,25.8,wholesale,Southeast
2026-04-29,SKU-006,17.7,retail,Midwest
2026-04-30,SKU-006,25.3,online,Midwest
2026-05-01,SKU-006,25.6,retail,Southwest
2026-05-02,SKU-006,30.9,retail,West
2026-05-03,SKU-006,30.1,online,Northeast
2026-05-04,SKU-006,16.4,online,Southeast
2026-05-05,SKU-006,15.6,online,Midwest
2026-05-06,SKU-006,24.7,online,Southeast
2026-05-07,SKU-006,18.7,online,Midwest
2026-05-08,SKU-006,15.8,online,Southeast
2026-05-09,SKU-006,27.8,retail,Midwest
2026-05-10,SKU-006,35.1,online,West
2026-05-11,SKU-006,20.8,online,Midwest
2026-05-12,SKU-006,16.3,online,West
2026-05-13,SKU-006,22.7,wholesale,Midwest
2026-05-14,SKU-006,16.5,wholesale,Southwest
2026-05-15,SKU-006,22.4,online,Southwest
2026-05-16,SKU-006,27.3,online,Midwest
2026-05-17,SKU-006,22.4,retail,Southwest
2026-05-18,SKU-006,18.2,wholesale,Southwest
2026-05-19,SKU-006,14.7,retail,Southwest
2026-05-20,SKU-006,16.4,retail,West
2026-05-21,SKU-006,15.5,retail,Southeast
2026-05-22,SKU-006,17.4,online,Northeast
2026-05-23,SKU-006,26.3,retail,Midwest
2026-05-24,SKU-006,25.8,online,Southeast
2026-05-25,SKU-006,20.3,online,Northeast
2026-05-26,SKU-006,20.4,online,West
2026-05-27,SKU-006,20.4,wholesale,West
2026-05-28,SKU-006,18.1,online,Southwest
2026-05-29,SKU-006,16.9,retail,Southwest
2026-05-30,SKU-006,23.4,retail,Southeast
2026-05-31,SKU-006,24.7,retail,Northeast
2026-06-01,SKU-006,15.9,online,Northeast
2026-06-02,SKU-006,13.9,online,West
2026-06-03,SKU-006,14.5,online,Northeast
2026-06-04,SKU-006,16.0,wholesale,West
2026-06-05,SKU-006,19.0,online,Southeast
2026-06-06,SKU-006,21.9,online,Northeast
2026-06-07,SKU-006,19.4,online,Southeast
2026-06-08,SKU-006,16.2,retail,Southwest
2026-06-09,SKU-006,14.8,online,Southeast
2026-06-10,SKU-006,13.3,online,Southwest
2026-06-11,SKU-006,19.4,online,Midwest
2025-12-14,SKU-007,29.9,online,Southwest
2025-12-15,SKU-007,27.9,online,Southeast
2025-12-16,SKU-007,23.6,online,Northeast
2025-12-17,SKU-007,28.0,online,West
2025-12-18,SKU-007,28.1,wholesale,Midwest
2025-12-19,SKU-007,22.8,retail,Southeast
2025-12-20,SKU-007,32.6,online,Southeast
2025-12-21,SKU-007,39.9,online,West
2025-12-22,SKU-007,25.6,retail,Southwest
2025-12-23,SKU-007,22.7,retail,Northeast
2025-12-24,SKU-007,23.2,online,Southwest
2025-12-25,SKU-007,28.1,retail,Southeast
2025-12-26,SKU-007,30.2,retail,Southwest
2025-12-27,SKU-007,34.3,retail,West
2025-12-28,SKU-007,43.7,online,Midwest
2025-12-29,SKU-007,23.5,wholesale,Northeast
2025-12-30,SKU-007,29.9,wholesale,Southwest
2025-12-31,SKU-007,32.6,retail,Northeast
2026-01-01,SKU-007,36.8,online,Southeast
2026-01-02,SKU-007,37.3,retail,Southeast
2026-01-03,SKU-007,28.2,online,West
2026-01-04,SKU-007,36.7,retail,Southeast
2026-01-05,SKU-007,35.5,online,Northeast
2026-01-06,SKU-007,24.2,retail,Southwest
2026-01-07,SKU-007,27.9,online,West
2026-01-08,SKU-007,37.0,online,Southwest
2026-01-09,SKU-007,32.1,retail,Northeast
2026-01-10,SKU-007,35.7,online,Southwest
2026-01-11,SKU-007,45.7,wholesale,Northeast
2026-01-12,SKU-007,37.5,retail,Northeast
2026-01-13,SKU-007,35.4,wholesale,Midwest
2026-01-14,SKU-007,36.9,online,West
2026-01-15,SKU-007,32.3,online,Southeast
2026-01-16,SKU-007,27.7,online,Southwest
2026-01-17,SKU-007,41.3,online,West
2026-01-18,SKU-007,53.2,online,Southeast
2026-01-19,SKU-007,24.3,online,Midwest
2026-01-20,SKU-007,37.6,online,Midwest
2026-01-21,SKU-007,28.5,retail,Northeast
2026-01-22,SKU-007,38.9,online,Midwest
2026-01-23,SKU-007,39.0,online,Midwest
2026-01-24,SKU-007,33.8,online,Northeast
2026-01-25,SKU-007,37.9,online,West
2026-01-26,SKU-007,35.5,retail,Midwest
2026-01-27,SKU-007,36.8,retail,Southeast
2026-01-28,SKU-007,24.8,retail,West
2026-01-29,SKU-007,25.9,wholesale,Southwest
2026-01-30,SKU-007,24.3,online,Southeast
2026-01-31,SKU-007,44.9,online,West
2026-02-01,SKU-007,35.0,online,Southeast
2026-02-02,SKU-007,28.2,retail,Southwest
2026-02-03,SKU-007,30.2,wholesale,Northeast
2026-02-04,SKU-007,27.7,online,West
2026-02-05,SKU-007,26.7,wholesale,Southwest
2026-02-06,SKU-007,32.7,online,Midwest
2026-02-07,SKU-007,43.3,retail,Midwest
2026-02-08,SKU-007,34.6,online,Southwest
2026-02-09,SKU-007,36.3,online,Southeast
2026-02-10,SKU-007,34.2,retail,Midwest
2026-02-11,SKU-007,34.2,retail,Northeast
2026-02-12,SKU-007,31.4,online,Southeast
2026-02-13,SKU-007,33.4,online,Midwest
2026-02-14,SKU-007,40.5,wholesale,Midwest
2026-02-15,SKU-007,43.4,online,Midwest
2026-02-16,SKU-007,31.1,online,Midwest
2026-02-17,SKU-007,34.5,retail,West
2026-02-18,SKU-007,33.0,online,Midwest
2026-02-19,SKU-007,32.6,retail,Midwest
2026-02-20,SKU-007,28.4,online,Northeast
2026-02-21,SKU-007,35.1,online,Midwest
2026-02-22,SKU-007,52.9,online,Midwest
2026-02-23,SKU-007,26.6,retail,Southeast
2026-02-24,SKU-007,37.7,retail,Southwest
2026-02-25,SKU-007,29.9,online,Southeast
